1374148329	446140	244	247	0	0	0	0	0	0	244	247	0	0	0	0	0	0
1374148329	939561	244	248	129	0	0	0	0	1	244	247	0	0	0	0	0	1
1374148330	431869	244	247	129	0	0	0	0	2	244	248	0	0	0	0	0	2
1374148330	925013	244	248	0	0	0	0	0	3	244	248	0	0	0	0	0	3
1374148331	418126	244	249	0	0	0	0	0	4	244	247	0	0	0	0	0	4
1374148331	911438	244	247	0	0	0	0	0	5	244	247	0	0	0	0	0	5
1374148332	404791	244	248	0	0	0	0	0	6	244	247	0	0	0	0	0	6
1374148332	898058	244	248	0	0	0	0	0	7	244	247	0	0	0	0	0	7
1374148333	392405	244	247	0	0	0	0	0	8	244	248	0	0	0	0	0	8
1374148333	885516	244	248	0	0	0	0	0	9	244	248	0	0	0	0	0	9
1374148334	379033	244	247	0	0	0	0	0	10	244	248	0	0	0	0	0	10
1374148334	873036	244	247	0	0	0	0	0	11	244	248	0	0	0	0	0	11
1374148335	365263	244	247	128	0	0	0	0	12	244	247	0	0	0	0	0	12
1374148335	858509	244	247	0	0	0	0	0	13	244	248	0	0	0	0	0	13
1374148336	351905	244	247	128	0	0	0	0	14	244	248	0	0	0	0	0	14
1374148336	845242	244	247	0	0	0	0	0	15	244	248	0	0	0	0	0	15
1374148337	338411	244	248	0	0	0	0	0	16	244	248	0	0	0	0	0	16
1374148337	830657	244	247	128	0	0	0	0	17	244	247	0	0	0	0	0	17
1374148338	323016	244	248	0	0	0	0	0	18	244	248	0	0	0	0	0	18
1374148338	815391	244	248	0	0	0	0	0	19	244	248	0	0	0	0	0	19
1374148339	308493	244	247	0	0	0	0	0	20	244	248	0	0	0	0	0	20
1374148339	800912	244	247	0	0	0	0	0	21	244	248	0	0	0	0	0	21
1374148340	293985	244	247	0	0	0	0	0	22	244	248	0	0	0	0	0	22
1374148340	787296	244	247	0	0	0	0	0	23	244	248	0	0	0	0	0	23
1374148341	280571	244	247	0	0	0	0	0	24	244	248	0	0	0	0	0	24
1374148341	774778	244	247	0	0	0	0	0	25	244	248	0	0	0	0	0	25
1374148342	268073	244	247	0	0	0	0	0	26	244	248	0	0	0	0	0	26
1374148342	761292	244	247	0	0	0	0	0	27	244	247	0	0	0	0	0	27
1374148343	253720	244	247	0	0	0	0	0	28	244	248	0	0	0	0	0	28
1374148343	748024	244	248	0	0	0	0	0	29	244	248	0	0	0	0	0	29
1374148344	241290	244	247	128	0	0	0	0	30	244	248	0	0	0	0	0	30
1374148344	734477	244	247	128	0	0	0	0	31	244	247	0	0	0	0	0	31
1374148345	227602	244	248	0	0	0	0	0	32	244	248	0	0	0	0	0	32
1374148345	721057	244	247	0	0	0	0	0	33	244	247	0	0	0	0	0	33
1374148346	213980	244	247	0	0	0	0	0	34	244	248	0	0	0	0	0	34
1374148346	708268	244	247	0	0	0	0	0	35	244	248	0	0	0	0	0	35
1374148347	200732	244	247	128	0	0	0	0	36	244	248	0	0	0	0	0	36
1374148347	694775	244	247	0	0	0	0	0	37	244	248	0	0	0	0	0	37
1374148348	189221	244	247	130	0	0	0	0	38	244	248	0	0	0	0	0	38
1374148348	682515	244	248	0	0	0	0	0	39	244	247	0	0	0	0	0	39
1374148349	176716	244	247	0	0	0	0	0	40	244	248	0	0	0	0	0	40
1374148349	668893	244	247	128	0	0	0	0	41	244	247	0	0	0	0	0	41
1374148350	163254	244	247	0	0	0	0	0	42	244	247	0	0	0	0	0	42
1374148350	656414	244	247	0	0	0	0	0	43	244	247	0	0	0	0	0	43
1374148351	150965	244	247	0	0	0	0	0	44	244	247	0	0	0	0	0	44
1374148351	644981	244	249	0	0	0	0	0	45	244	248	0	0	0	0	0	45
1374148352	137917	244	248	0	0	0	0	0	46	244	248	0	0	0	0	0	46
1374148352	630138	244	247	0	0	0	0	0	47	244	248	0	0	0	0	0	47
1374148353	124655	244	247	129	0	0	0	0	48	244	248	0	0	0	0	0	48
1374148353	616908	244	248	0	0	0	0	0	49	244	247	0	0	0	0	0	49
1374148354	112261	244	246	0	0	0	0	0	50	244	247	0	0	0	0	0	50
1374148354	605498	244	242	64	0	0	0	0	51	244	247	106	0	0	0	0	51
1374148355	098855	244	246	56	0	0	0	0	52	244	246	80	0	0	0	0	52
1374148355	591962	244	249	68	0	0	0	0	53	244	247	77	0	0	0	0	53
1374148356	086165	244	247	96	0	0	0	0	54	244	247	0	0	0	0	0	54
1374148356	578712	244	247	101	0	0	0	0	55	244	248	97	0	0	0	0	55
1374148357	071778	244	249	85	0	0	0	0	56	244	247	89	0	0	0	0	56
1374148357	566849	244	247	77	0	0	0	0	57	244	247	0	0	0	0	0	57
1374148358	058491	244	247	67	0	0	0	0	58	244	247	73	0	0	0	0	58
1374148358	551623	244	247	65	0	0	0	0	59	244	247	0	0	0	0	0	59
1374148359	045907	244	249	57	0	0	0	0	60	244	247	64	0	0	0	0	60
1374148359	540168	244	249	53	0	0	0	0	61	244	246	54	0	0	0	0	61
1374148360	033370	244	249	71	0	0	0	0	62	244	247	71	0	0	0	0	62
1374148360	526560	244	247	74	0	0	0	0	63	244	247	81	0	0	0	0	63
1374148361	019707	244	248	62	0	0	0	0	64	244	247	72	0	0	0	0	64
1374148361	514263	244	248	62	0	0	0	0	65	244	247	69	0	0	0	0	65
1374148362	008206	244	249	72	0	0	0	0	66	244	247	74	0	0	0	0	66
1374148362	500545	244	247	62	140	0	0	0	67	244	247	0	0	0	0	0	67
1374148362	994063	244	247	68	0	0	0	0	68	244	247	69	0	0	0	0	68
1374148363	487187	244	248	71	0	0	0	0	69	244	247	0	0	0	0	0	69
1374148363	981452	244	247	54	0	0	0	0	70	244	247	65	0	0	0	0	70
1374148364	474895	244	247	56	0	0	0	0	71	244	247	72	0	0	0	0	71
1374148364	968087	244	247	56	0	0	0	0	72	244	247	65	0	0	0	0	72
1374148365	461429	244	247	60	0	0	0	0	73	244	247	74	0	0	0	0	73
1374148365	952582	244	247	56	0	0	0	0	74	244	247	67	0	0	0	0	74
1374148366	444943	244	249	60	0	0	0	0	75	244	247	72	0	0	0	0	75
1374148366	939076	244	247	61	0	0	0	0	76	244	247	71	0	0	0	0	76
1374148367	433330	244	248	0	0	0	0	0	77	244	247	70	0	0	0	0	77
1374148367	926656	244	247	57	0	0	0	0	78	244	247	69	0	0	0	0	78
1374148368	420007	244	247	64	0	0	0	0	79	244	247	70	0	0	0	0	79
1374148368	913240	244	247	0	0	0	0	0	80	244	247	67	0	0	0	0	80
1374148369	405445	244	249	0	0	0	0	0	81	244	247	70	0	0	0	0	81
1374148369	898671	244	247	64	0	0	0	0	82	244	247	71	0	0	0	0	82
1374148370	391966	244	247	66	0	0	0	0	83	244	247	69	0	0	0	0	83
1374148370	884980	244	248	56	0	0	0	0	84	244	247	71	0	0	0	0	84
1374148371	377486	244	249	57	0	0	0	0	85	244	247	69	0	0	0	0	85
1374148371	871743	244	247	60	0	0	0	0	86	244	247	72	0	0	0	0	86
1374148372	364794	244	248	60	0	0	0	0	87	244	247	65	0	0	0	0	87
1374148372	858197	244	247	58	0	0	0	0	88	244	246	0	0	0	0	0	88
1374148373	349531	244	249	57	0	0	0	0	89	244	247	65	0	0	0	0	89
1374148373	843843	244	249	60	0	0	0	0	90	244	248	65	0	0	0	0	90
1374148374	338079	244	249	64	0	0	0	0	91	244	247	65	0	0	0	0	91
1374148374	831270	244	248	58	0	0	0	0	92	244	247	0	0	0	0	0	92
1374148375	325470	244	248	60	0	0	0	0	93	244	247	0	0	0	0	0	93
1374148375	818834	244	247	58	0	0	0	0	94	244	247	65	0	0	0	0	94
1374148376	312024	244	248	60	0	0	0	0	95	244	247	65	0	0	0	0	95
1374148376	806168	244	247	56	0	0	0	0	96	244	247	70	0	0	0	0	96
1374148377	299469	244	249	56	0	0	0	0	97	244	247	69	0	0	0	0	97
1374148377	791752	244	249	55	0	0	0	0	98	244	247	73	0	0	0	0	98
1374148378	285151	244	248	56	0	0	0	0	99	244	247	74	0	0	0	0	99
1374148378	778440	244	247	56	0	0	0	0	100	244	247	73	0	0	0	0	100
1374148379	271785	244	247	55	0	0	0	0	101	244	247	70	0	0	0	0	101
1374148379	765141	244	248	55	0	0	0	0	102	244	247	0	0	0	0	0	102
1374148380	258232	244	248	55	0	0	0	0	103	244	247	66	0	0	0	0	103
1374148380	750730	244	248	55	0	0	0	0	104	244	246	0	0	0	0	0	104
1374148381	245089	244	248	55	0	0	0	0	105	244	247	73	0	0	0	0	105
1374148381	738386	244	248	56	0	0	0	0	106	244	247	67	0	0	0	0	106
1374148382	230923	244	247	56	0	0	0	0	107	244	247	67	0	0	0	0	107
1374148382	723531	244	248	56	0	0	0	0	108	244	247	70	0	0	0	0	108
1374148383	216194	244	247	56	0	0	0	0	109	244	247	0	0	0	0	0	109
1374148383	709708	244	249	58	0	0	0	0	110	244	247	0	0	0	0	0	110
1374148384	203117	244	247	0	0	0	0	0	111	244	247	69	0	0	0	0	111
1374148384	695717	244	248	58	0	0	0	0	112	244	247	69	0	0	0	0	112
1374148385	188978	244	248	62	0	0	0	0	113	244	247	67	0	0	0	0	113
1374148385	682246	244	249	62	0	0	0	0	114	244	247	68	0	0	0	0	114
1374148386	174583	244	249	63	0	0	0	0	115	244	247	68	0	0	0	0	115
1374148386	667777	244	249	58	0	0	0	0	116	244	247	69	0	0	0	0	116
1374148387	162172	244	248	58	0	0	0	0	117	244	247	0	0	0	0	0	117
1374148387	654205	244	249	58	0	0	0	0	118	244	247	0	0	0	0	0	118
1374148388	148720	244	247	58	0	0	0	0	119	244	247	68	0	0	0	0	119
1374148388	642964	244	249	58	0	0	0	0	120	244	247	0	0	0	0	0	120
1374148389	135387	244	247	58	0	0	0	0	121	244	247	71	0	0	0	0	121
1374148389	628707	244	247	58	0	0	0	0	122	244	247	71	0	0	0	0	122
1374148390	122763	244	247	59	0	0	0	0	123	244	247	0	0	0	0	0	123
1374148390	616980	244	249	60	0	0	0	0	124	244	247	0	0	0	0	0	124
1374148391	110107	244	247	59	0	0	0	0	125	244	247	69	0	0	0	0	125
1374148391	602588	244	248	58	0	0	0	0	126	244	247	73	0	0	0	0	126
1374148392	097814	244	249	59	0	0	0	0	127	244	247	72	0	0	0	0	127
1374148392	591371	244	247	59	0	0	0	0	128	244	247	66	0	0	0	0	128
1374148393	084762	244	248	58	0	0	0	0	129	244	247	65	129	0	0	0	129
1374148393	577044	244	248	58	0	0	0	0	130	244	247	66	0	0	0	0	130
1374148394	070197	244	249	58	0	0	0	0	131	244	247	67	0	0	0	0	131
1374148394	563732	244	249	59	0	0	0	0	132	244	247	0	0	0	0	0	132
1374148395	056610	244	247	58	0	0	0	0	133	244	247	77	0	0	0	0	133
1374148395	550076	244	249	59	0	0	0	0	134	244	247	66	0	0	0	0	134
1374148396	043425	244	249	60	0	0	0	0	135	244	247	66	0	0	0	0	135
1374148396	536532	244	248	58	0	0	0	0	136	244	247	65	0	0	0	0	136
1374148397	030859	244	247	58	0	0	0	0	137	244	247	65	0	0	0	0	137
1374148397	524121	244	248	58	0	0	0	0	138	244	247	66	0	0	0	0	138
1374148398	017673	244	247	58	0	0	0	0	139	244	247	0	0	0	0	0	139
1374148398	510836	244	247	58	0	0	0	0	140	244	247	0	0	0	0	0	140
1374148399	004002	244	247	58	0	0	0	0	141	244	247	65	0	0	0	0	141
1374148399	498283	244	248	59	0	0	0	0	142	244	247	65	0	0	0	0	142
1374148399	991580	244	247	60	0	0	0	0	143	244	247	0	0	0	0	0	143
1374148400	483937	244	247	60	0	0	0	0	144	244	247	0	0	0	0	0	144
1374148400	977124	244	247	58	0	0	0	0	145	244	247	69	0	0	0	0	145
1374148401	469245	244	248	58	0	0	0	0	146	244	247	65	0	0	0	0	146
1374148401	962675	244	247	59	0	0	0	0	147	244	247	66	0	0	0	0	147
1374148402	455065	244	248	65	0	0	0	0	148	244	247	66	0	0	0	0	148
1374148402	948635	244	248	58	0	0	0	0	149	244	247	0	0	0	0	0	149
1374148403	440280	244	249	58	0	0	0	0	150	244	247	70	0	0	0	0	150
1374148403	934295	244	247	60	0	0	0	0	151	244	247	69	0	0	0	0	151
1374148404	427698	244	247	60	0	0	0	0	152	244	247	69	0	0	0	0	152
1374148404	920948	244	247	58	0	0	0	0	153	244	247	0	0	0	0	0	153
1374148405	415215	244	249	58	0	0	0	0	154	244	247	67	0	0	0	0	154
1374148405	909475	244	247	59	0	0	0	0	155	244	247	0	0	0	0	0	155
1374148406	402841	244	249	63	0	0	0	0	156	244	247	67	0	0	0	0	156
1374148406	896038	244	248	65	0	0	0	0	157	244	247	66	0	0	0	0	157
1374148407	389114	244	248	62	0	0	0	0	158	244	247	67	0	0	0	0	158
1374148407	881645	244	248	58	0	0	0	0	159	244	247	66	0	0	0	0	159
1374148408	373825	244	249	58	0	0	0	0	160	244	247	66	0	0	0	0	160
1374148408	868105	244	247	58	0	0	0	0	161	244	247	68	0	0	0	0	161
1374148409	362439	244	247	58	0	0	0	0	162	244	247	72	0	0	0	0	162
1374148409	854841	244	248	58	0	0	0	0	163	244	247	73	0	0	0	0	163
1374148410	350270	244	249	58	0	0	0	0	164	244	247	71	0	0	0	0	164
1374148410	843961	244	248	58	0	0	0	0	165	244	247	71	0	0	0	0	165
1374148411	337974	244	247	58	0	0	0	0	166	244	247	66	0	0	0	0	166
1374148411	830271	244	247	59	0	0	0	0	167	244	247	66	0	0	0	0	167
1374148412	323534	244	247	58	0	0	0	0	168	244	247	66	0	0	0	0	168
1374148412	816989	244	247	58	0	0	0	0	169	244	247	67	0	0	0	0	169
1374148413	310271	244	249	58	0	0	0	0	170	244	247	65	0	0	0	0	170
1374148413	803748	244	247	59	0	0	0	0	171	244	247	65	0	0	0	0	171
1374148414	296735	244	248	58	0	0	0	0	172	244	247	66	0	0	0	0	172
1374148414	788264	244	247	58	0	0	0	0	173	244	247	65	0	0	0	0	173
1374148415	280355	244	247	58	0	0	0	0	174	244	247	71	0	0	0	0	174
1374148415	772621	244	249	58	0	0	0	0	175	244	247	66	0	0	0	0	175
1374148416	265832	244	249	58	0	0	0	0	176	244	247	66	0	0	0	0	176
1374148416	759269	244	249	58	0	0	0	0	177	244	246	65	0	0	0	0	177
1374148417	252707	244	247	58	0	0	0	0	178	244	247	71	0	0	0	0	178
1374148417	745607	244	249	58	0	0	0	0	179	244	247	71	0	0	0	0	179
1374148418	239267	244	248	58	0	0	0	0	180	244	247	66	0	0	0	0	180
1374148418	733347	244	247	58	0	0	0	0	181	244	247	66	0	0	0	0	181
1374148419	225820	244	249	58	0	0	0	0	182	244	247	67	0	0	0	0	182
1374148419	720174	244	249	58	0	0	0	0	183	244	247	71	0	0	0	0	183
1374148420	213226	244	247	0	0	0	0	0	184	244	247	70	0	0	0	0	184
1374148420	707537	244	247	70	0	0	0	0	185	244	247	66	0	0	0	0	185
1374148421	200919	244	249	60	0	0	0	0	186	244	247	71	0	0	0	0	186
1374148421	695063	244	248	60	0	0	0	0	187	244	247	71	0	0	0	0	187
1374148422	188497	244	246	0	0	0	0	0	188	244	247	66	0	0	0	0	188
1374148422	680664	244	247	71	0	0	0	0	189	244	247	65	0	0	0	0	189
1374148423	176185	244	248	60	0	0	0	0	190	244	247	65	0	0	0	0	190
